text,label,source,collected_at
an artsploitation movie with too much exploitation and too little art .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"at no point during k-19 : the widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
simply doesn't have sufficient heft to justify its two-hour running time .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
escapism in its purest form .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a preposterous , prurient whodunit .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"for all the time we spend with these people , we never really get inside of them .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"first , for a movie that tries to be smart , it's kinda dumb . and second , what's with all the shooting ?",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
the character of zigzag is not sufficiently developed to support a film constructed around him .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
the film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a tremendous piece of work .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
something has been lost in the translation . . . another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a long , dull procession of despair , set to cello music culled from a minimalist funeral .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
`matrix'-style massacres erupt throughout . . . but the movie has a tougher time balancing its violence with kafka-inspired philosophy .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"what redeems the film is the cast , particularly the ya-yas themselves .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a straight-ahead thriller that never rises above superficiality .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"allen se atreve a atacar , a atacarse y nos ofrece gags que van de la sonrisa a la risa de larga duración",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"poetry in motion captured on film . while it can be a bit repetitive , overall it's an entertaining and informative documentary .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
maudlin and melodramatic we expected . boring we didn't .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"i have no way of knowing exactly how much is exaggeration , but i've got a creepy feeling that the film is closer to the mark than i want to believe .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the chateau belongs to rudd , whose portrait of a therapy-dependent flakeball spouting french malapropisms . . . is a nonstop hoot .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the most wondrous love story in years , it is a great film .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
sewer rats could watch this movie and be so skeeved out that they'd need a shower .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
qualities that were once amusing are becoming irritating .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"about schmidt is undoubtedly one of the finest films of the year . if you're not deeply touched by this movie , check your pulse .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
generally provides its target audience of youngsters enough stimulating eye and ear candy to make its moral medicine go down .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
an unsuccessful attempt at a movie of ideas .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
it's a frankenstein-monster of a film that doesn't know what it wants to be .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a worthwhile documentary , whether you're into rap or not , even if it may still leave you wanting more answers as the credits roll .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
john leguizamo may be a dramatic actor -- just not in this movie .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"this familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it's told with sharp ears and eyes for the tenor of the times .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
jacquot's tosca is a treat .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
it is refreshingly undogmatic about its characters .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a rambling ensemble piece with loosely connected characters and plots that never quite gel .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
that frenetic spectacle [on the tv show] has usually been leavened by a charm that's conspicuously missing from the girls' big-screen blowout .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
much of all about lily chou-chou is mesmerizing : some of its plaintiveness could make you weep .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the slapstick is labored , and the bigger setpieces flat .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"at times auto focus feels so distant you might as well be watching it through a telescope . yet in its own aloof , unreachable way it's so fascinating you won't be able to look away for a second .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"as a tolerable diversion , the film suffices ; a triumph , however , it is not .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a bore that tends to hammer home every one of its points .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a superfluous sequel . . . plagued by that old familiar feeling of 'let's get this thing over with' : everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
conforms itself with creating a game of 'who's who' . . . where the characters' moves are often more predictable than their consequences .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
kinnear's performance is a career-defining revelation .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"nohe has made a decent 'intro' documentary , but he feels like a spectator and not a participant .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess's home video of their baby's birth .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"this isn't a narrative film -- i don't know if it's possible to make a narrative film about september 11th , though i'm sure some will try -- but it's as close as anyone has dared to come .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
an incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
reggio's continual visual barrage is absorbing as well as thought-provoking .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
rice never clearly defines his characters or gives us a reason to care about them .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
just a collection of this and that -- whatever fills time -- with no unified whole .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"beers , who , when she's given the right lines , can charm the paint off the wall . . . [but] the script goes wrong at several key junctures .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"it is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"it cannot be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . yes , dull .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
death might be a release .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a grating , emaciated flick .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"as tweedy talks about canning his stockbroker and repairing his pool , you yearn for a few airborne tv sets or nude groupies on the nod to liven things up .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"it proves quite compelling as an intense , brooding character study .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"cacoyannis' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
wow . i have not been this disappointed by a movie in a long time .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
it's fairly self-aware in its dumbness .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"there's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"with the exception of mccoist , the players don't have a clue on the park . the acting isn't much better .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a solid examination of the male midlife crisis .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
reeks of rot and hack work from start to finish .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"while [hill] has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"not a film to rival to live , but a fine little amuse-bouche to keep your appetite whetted .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"by candidly detailing the politics involved in the creation of an extraordinary piece of music , [jones] calls our attention to the inherent conflict between commerce and creativity .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
the ill-conceived modern-day ending falls flat where it should deliver a moral punch .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a rather tired exercise in nostalgia .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"death to smoochy is often very funny , but what's even more remarkable is the integrity of devito's misanthropic vision .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"ms . phoenix is completely lacking in charm and charisma , and is unable to project either esther's initial anomie or her eventual awakening .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"as elegantly crafted as it often is , anderson's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"while general audiences might not come away with a greater knowledge of the facts of cuban music , they'll be treated to an impressive and highly entertaining celebration of its sounds .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
. . . [a] strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chaotic nonsense .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"despite its floating narrative , this is a remarkably accessible and haunting film .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
tries to add some spice to its quirky sentiments but the taste is all too familiar .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
what was subtle and mystifying in the novella is now broad and farcical .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
arnold's jump from little screen to big will leave frowns on more than a few faces .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a benign but forgettable sci-fi diversion .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"[a] wonderfully loopy tale of love , longing , and voting .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"every bit as bogus as most disney live action family movies are -- no real plot , no real conflict , no real point .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
one of those unassuming films that sneaks up on you and stays with you long after you have left the theatre .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
you've already seen heartbreak if you've watched the far superior nurse betty or sunset boulevard . even the unwatchable soapdish is more original .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a pleasing , often-funny comedy .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
invincible is a wonderful movie .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
the story drifts so inexorably into cliches about tortured ( and torturing ) artists and consuming but impossible love that you can't help but become more disappointed as each overwrought new sequence plods on .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a documentary to make the stones weep -- as shameful as it is scary .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a devastating indictment of unbridled greed and materalism .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"what 'dumb and dumber' would have been without the vulgarity and with an intelligent , life-affirming script .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a sequel that's much too big for its britches .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
exists then as an occasionally insightful acting exercise .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the story itself is uninteresting , and the songs are painfully undistinguished : they might be giants' so to be one of us may be the most tuneless tune ever composed .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"see clockstoppers if you have nothing better to do with 94 minutes . but be warned , you too may feel time has decided to stand still . or that the battery on your watch has died .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"there's back-stabbing , inter-racial desire and , most importantly , singing and dancing .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"be patient with the lovely hush ! and your reward will be a thoughtful , emotional movie experience .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"it's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"once she lets her love depraved leads meet , [denis'] story becomes a hopeless , unsatisfying muddle",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the production design , score and choreography are simply intoxicating .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
". . . routine , harmless diversion and little else .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"sound the trumpets : for the first time since desperately seeking susan , madonna doesn't suck as an actress .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"this is unusual , food-for-thought cinema that's as entertaining as it is instructive .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"stuart's poor-me persona needs a whole bunch of snowball's cynicism to cut through the sugar coating . but once the falcon arrives in the skies above manhattan , the adventure is on red alert .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
it is just too bad the film's story does not live up to its style .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"just a kiss wants desperately to come off as a fanciful film about the typical problems of average people . but it is set in a world that is very , very far from the one most of us inhabit .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the techno tux is good for a few laughs , as are chan and hewitt , but when such a good design turns out to be a cheap knockoff , we can't recommend anything but a rental for the tuxedo .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
it's one thing to read about or rail against the ongoing - and unprecedented - construction project going on over our heads . it's quite another to feel physically caught up in the process .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
the film desperately sinks further and further into comedy futility .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"it's up to [watts] to lend credibility to this strange scenario , and her presence succeeds in making us believe .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
the smartest bonehead comedy of the summer .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
it's great escapist fun that recreates a place and time that will never happen again .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
the casting of von sydow . . . is itself intacto's luckiest stroke .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"it is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
rodriguez . . . was unable to reproduce the special spark between the characters that made the first film such a delight .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
the movie is . . . very funny as you peek at it through the fingers in front of your eyes .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"trapped presents a frightening and compelling 'what if ? ' scenario that will give most parents pause . . . . then , something terrible happens .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
deliciously slow .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a movie that will thrill you , touch you and make you laugh as well .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
". . . a good , if not entirely fresh , look at war .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a restrained ribisi convinces as an italian , though if ever a movie needed one of the actor's whiny jags to pump it up , this has to be among the rare ones .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
a raunchy and frequently hilarious follow-up to the gifted korean american stand-up's i'm the one that i want .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a confident , richly acted , emotionally devastating piece of work and 2002's first great film",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"a supernatural mystery that doesn't know whether it wants to be a suspenseful horror movie or a weepy melodrama . it ends up being neither , and fails at both endeavors .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"filled with alexandre desplat's haunting and sublime music , the movie completely transfixes the audience .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
the movie stays afloat thanks to its hallucinatory production design .,positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"for a film about explosions and death and spies , "" ballistic : ecks vs . sever "" seems as safe as a children's film . well , in some of those , the mother deer even dies .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
constantly slips from the grasp of its maker .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"el peso de un líquido incoloro , el peso del líquido vital , del amor como elemento de vida , y de muerte . . .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"it's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
suffers from all the excesses of the genre .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"eccentric enough to stave off doldrums , caruso's self-conscious debut is also eminently forgettable .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
the nicest thing that can be said about stealing harvard ( which might have been called freddy gets molested by a dog ) is that it's not as obnoxious as tom green's freddie got fingered .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
obstacles are too easily overcome and there isn't much in the way of character development in the script .,negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"'frailty "" starts out like a typical bible killer story , but it turns out to be significantly different ( and better ) than most films with this theme .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"the principals in this cast are all fine , but bishop and stevenson are standouts .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"this is not an easy film . but it could be , by its art and heart , a necessary one .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"contrived as this may sound , mr . rose's updating works surprisingly well .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"open-minded kids -- kids who read , kids who dream -- will be comforted by the way it deals with big issues like death and destiny .",positive,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
"witless , pointless , tasteless and idiotic .",negative,hf_rotten_tomatoes,2026-03-26T15:15:45.442130+00:00
